char_name,episode,line
The Woodsman,Episode 4: Songs of the Dark Lantern,WHOA! HUH?! WHAT IS THIS?
Wirt,Episode 4: Songs of the Dark Lantern,"GREG, GET BEATRICE!"
The Woodsman,Episode 4: Songs of the Dark Lantern,"WHAT ARE YOU DOING?! BOYS, THE BEAST IS UPON YOU! AGH! OH!  >>  >>"
Wirt,Episode 4: Songs of the Dark Lantern,"BEATRICE, YOU ALL RIGHT?"
Beatrice,Episode 4: Songs of the Dark Lantern,"YEAH, I JUST -- I SAW A WEIRD SHADOW AND THEN STUPIDLY FLEW INTO A TREE AND GOT KNOCKED OUT."
Wirt,Episode 4: Songs of the Dark Lantern,"OH, WELL, WE'RE ALL RIGHT NOW."
Greg,Episode 4: Songs of the Dark Lantern,"WIRT WAS AMAZING! HE SANG A SONG, RODE A HORSE, AND SAVED YOU FROM THE AXE GUY! HE'S THE PILGRIM!"
Beatrice,Episode 4: Songs of the Dark Lantern,"THAT'S ALL WELL AND GOOD, BUT YOU WERE SUPPOSED TO GET DIRECTIONS."
Wirt,Episode 4: Songs of the Dark Lantern,I DID. WE JUST GOT DIRECTIONS FROM FRED BEFORE YOU WOKE UP.
Beatrice,Episode 4: Songs of the Dark Lantern,WHO?
Wirt,Episode 4: Songs of the Dark Lantern,"OH, UH, BEATRICE, MEET FRED THE HORSE."
Fred the Horse,Episode 4: Songs of the Dark Lantern,NICE TO HORSE YOUR ACQUAINTANCE.
Beatrice,Episode 4: Songs of the Dark Lantern,YOU CAN TALK?!
The Beast,Episode 4: Songs of the Dark Lantern,"IT SEEMS YOU'RE RUNNING OUT OF OIL, WOODSMAN. WHY NOT LET ME TAKE THE LANTERN FOR AWHILE?"
The Woodsman,Episode 4: Songs of the Dark Lantern,"BEGONE, BEAST! I'VE FOUGHT YOU FOR THE LANTERN BEFORE, AND I'LL FIGHT YOU AGAIN!"
The Beast,Episode 4: Songs of the Dark Lantern,"NO NEED FOR VIOLENCE, WOODSMAN, BUT BE SURE TO KEEP IT LIT, OR YOUR DAUGHTER'S FLAME WILL GO OUT... FOREVER. NOW, WHAT DIRECTION DID THOSE CHILDREN GO?"
The Woodsman,Episode 4: Songs of the Dark Lantern,YOU LEAVE THOSE CHILDREN BE!
The Woodsman,Episode 4: Songs of the Dark Lantern,BEAST!
The Beast,Episode 4: Songs of the Dark Lantern,TRA LA LA LA
The Woodsman,Episode 4: Songs of the Dark Lantern,BEAST!
The Beast,Episode 4: Songs of the Dark Lantern,TRA LA LA LA CHOP THE WOOD TO LIGHT THE FIRE
Quincy Endicott,Episode 5: Mad Love,"YES, TEA! THAT'S MY TRADE! QUINCY ENDICOTT'S HEALTH TEA."
Greg,Episode 5: Mad Love,YOUR TEA SOUNDS GOOD.
Quincy Endicott,Episode 5: Mad Love,UGH. NEVER TOUCH THE STUFF MYSELF.
Greg,Episode 5: Mad Love,BLEH. ME EITHER.
Quincy Endicott,Episode 5: Mad Love,"HA HA! YES! IT'S ALL FOR THE MONEY! YES, THE MONEY TAKES MY MIND OFF MY TROUBLES -- THE DEEP SOUL-CRUSHING LONELINESS.  YES, THE MORE MONEY I MAKE, THE BIGGER MY MANSION GETS, THE MORE LOST I FEEL.  WHY, THIS HOUSE IS SO BIG, I SOMETIMES DON'T EVEN KNOW WHERE OR WHO I AM!"
Beatrice,Episode 5: Mad Love,"YEAH, WELL, I'M GLAD YOUR NEPHEWS HERE WERE ABLE TO PAY A VISIT."
Greg,Episode 5: Mad Love,"YEAH, YEAH!"
Quincy Endicott,Episode 5: Mad Love,"YES, WHAT A -- WHAT A PLEASURE IT IS TO HAVE COMPANY -- A PERFECT PLEASURE. A PERFECT PLEASURE, LADS! A PER-- YES, YES. YEAH, YEAH."
Greg,Episode 5: Mad Love,"HA HA! YEAH! HA HA! PERFECT PLEASURE, HEATHER..."
Wirt,Episode 5: Mad Love,"UM, BEATRICE, W-WHY ARE YOU PRETENDING I'M THIS GUY'S NEPHEW?"
Beatrice,Episode 5: Mad Love,WE NEED MONEY.
Wirt,Episode 5: Mad Love,YOU'RE SCAMMING HIM?
Beatrice,Episode 5: Mad Love,I WAS THINKING MORE LIKE FLAT-OUT STEALING FROM HIM.
Wirt,Episode 5: Mad Love,WHAT? NO WAY.
Beatrice,Episode 5: Mad Love,WHY NOT? WE ALREADY STOLE A HORSE.
Fred the Horse,Episode 5: Mad Love,"HEY, GUYS."
Wirt,Episode 5: Mad Love,"NO, WE DIDN'T. FRED'S A TALKING HORSE. HE CAN DO WHATEVER HE WANTS."
Fred the Horse,Episode 5: Mad Love,I WANT TO STEAL.
Wirt,Episode 5: Mad Love,WHAT?! YOU GUYS ARE BONKERS.
Beatrice,Episode 5: Mad Love,"IF WE'RE GOING TO ADELAIDE'S, WE NEED TWO CENTS."
Fred the Horse,Episode 5: Mad Love,MM-HMM.
Wirt,Episode 5: Mad Love,"WELL, YOU GUYS DO WHAT YOU -- TWO CENTS? ONLY TWO CENTS?"
Beatrice,Episode 5: Mad Love,"YEAH, WE NEED TWO PENNIES TO TAKE THE FERRY TO ADELAIDE'S PASTURE."
Quincy Endicott,Episode 5: Mad Love,HA HA! COME EVERYONE! LET US RETIRE TO THE PARLOR AND ENJOY MY UNNECESSARY EXCESS OF WEALTH AND LUXURY.
Wirt,Episode 5: Mad Love,"WELL, MAYBE HE JUST HAS SOME LOOSE CHANGE SOMEWHERE HE WOULDN'T MIND US TAKING."
Beatrice & Fred the Horse,Episode 5: Mad Love,"MM-HMM, MM-HMM, MM-HMM."
Wirt,Episode 5: Mad Love,HMM.
Quincy Endicott,Episode 5: Mad Love,"BEHOLD, NEPHEW, THE MAJESTY OF WEALTH!"
Beatrice & Fred the Horse,Episode 5: Mad Love,OOH!
Quincy Endicott,Episode 5: Mad Love,WHAT WAS THAT?! UH --
Greg,Episode 5: Mad Love,WHAT'S WRONG UNKIE ENDICOTT? YOUR FOREHEAD IS ALL SWEATY.
Quincy Endicott,Episode 5: Mad Love,M-MY NERVES. MY -- MY -- MY NER--  MY NERVES ARE A BUST THESE DAYS.
Greg,Episode 5: Mad Love,HOW COME?
Quincy Endicott,Episode 5: Mad Love,"UH, YES, YES. MAYBE IT WOULD BE -- BE GOOD TO -- TO TALK TO SOMEONE. WELL, Y--  ACTUALLY, IT ALL BEGAN ONE DAY WHEN I WAS EXPLORING MY EXCEEDINGLY LARGE AND LABYRINTHINE MANOR HERE. I HAPPENED UPON A SECTION OF THE HOUSE I DIDN'T EVEN RECALL BUILDING.  ISN'T THAT FUNNY? MUST'VE BEEN THE OLD WING. BUT IT WAS LIT IN A RATHER SORT OF EER-- EERIE -- EERIE LIGHT. AND I PRESSED ON, AND THEN I-I SAW THE PAINTING OF THE MOST BEAUTIFUL WOMAN I'VE EVER SEEN, AND THAT'S WHEN THINGS TOOK A RATHER STRANGE TURN. FROM THAT DAY ON, I WAS OBSESSED WITH THE WOMAN IN THE PORTRAIT. SHE CON--CONSUMED MY EVERY THOUGHT. I'D FALLEN IN LOVE -- HA HA -- WITH A GHOST."
Fred the Horse,Episode 5: Mad Love,OHHHHHHHHH.
Beatrice,Episode 5: Mad Love,IT'S TOO BIG. GET A GRIP.
Quincy Endicott,Episode 5: Mad Love,"OH, I MUST SOUND CRAZY, MUSTN'T I?  PERHAPS IT'S TIME FOR YOU ALL TO LEAVE MY TREASURE-FILLED HOME."
Beatrice & Fred the Horse,Episode 5: Mad Love,NO!
Greg,Episode 5: Mad Love,"YEAH, UNKIE! I WANT TO SEE THE GHOST!"
Quincy Endicott,Episode 5: Mad Love,"OHH, HOW I LONG TO SEE HER JUST ONCE AGAIN, AS WELL, YES."
Greg,Episode 5: Mad Love,TO THE PAINTING!
Quincy Endicott,Episode 5: Mad Love,YES. YES.
Greg,Episode 5: Mad Love,"OOH, BOY! GHOST HUNT!"
Beatrice,Episode 5: Mad Love,"FRED, GO WITH THEM. BUY ME SOME TIME."
Fred the Horse,Episode 5: Mad Love,"WHILE I'M AT IT, I'LL STEAL OTHER STUFF, TOO."
Wirt,Episode 5: Mad Love,WE'RE SUPPOSED TO JUST BE LOOKING FOR LOOSE CHANGE.
Beatrice,Episode 5: Mad Love,THAT'S WHAT I'M --
Wirt,Episode 5: Mad Love,AAH!
Beatrice,Episode 5: Mad Love,OOPS. THAT'S WHAT I'M DOING.
Wirt,Episode 5: Mad Love,"WELL, LET'S TRY NOT TO BREAK ANY MORE -- AAH, GAH!"
Beatrice,Episode 5: Mad Love,"OH, HEY. HEY, YOU DIDN'T CHECK THE ARMOIRE."
Beatrice,Episode 5: Mad Love,ENDICOTT'S BACK. HIDE!
Greg,Episode 5: Mad Love,IS THAT THE PORTRAIT?
Quincy Endicott,Episode 5: Mad Love,NO.
Greg,Episode 5: Mad Love,IS THAT THE PORTRAIT?
Quincy Endicott,Episode 5: Mad Love,"NO. LOOK, W-W-WHY DON'T I-I JUST TELL YOU WHEN WE REACH THE PORTRAIT."
Greg,Episode 5: Mad Love,"OKAY, WHAT'S THE MATTER, UNKIE? YOU SEEM TENSE."
Quincy Endicott,Episode 5: Mad Love,"YOU KNOW ME WELL, NEPHEW. YES, THE TRUTH IS I'M FRIGHTENED."
Greg,Episode 5: Mad Love,OF A GHOST? GHOSTS ARE JUST FLOATY THINGS.
Quincy Endicott,Episode 5: Mad Love,"OH, NO, NO, NOT AFRAID OF THE GHOST. I MEAN I'M AFRAID WHAT -- WHAT -- WHAT IF THERE IS NO GHOST? WHAT IF I'M ON THE -- ON THE -- ON THE -- ON THE BRINK OF -- HMM -- MADNESS. MAYBE THE DOCTORS WERE RIGHT. COME ALONG, BOYS! BACK TO THE PARLOR."
Fred the Horse,Episode 5: Mad Love,THE PARLOR? WHAT WOULD ANYONE GO THE PARLOR FOR? THERE'S NOBODY IN THE PARLOR -- CERTAINLY NOBODY AFTER YOUR MONEY.
Greg,Episode 5: Mad Love,"YEAH, NO GIVING UP NOW, OLD MAN. IT'S GOT TO BE A GHOST!"
Quincy Endicott,Episode 5: Mad Love,BUT H-HOW CAN YOU BE SO CERTAIN?
Greg,Episode 5: Mad Love,"'CAUSE I REALLY, REALLY WANT TO SEE A GHOST -- REALLY BAD."
Quincy Endicott,Episode 5: Mad Love,OH.
Fred the Horse,Episode 5: Mad Love,WHEW.
Wirt,Episode 5: Mad Love,"OKAY, I THINK THEY'RE GONE. BEATRICE? YOU THERE?"
Beatrice,Episode 5: Mad Love,"BAH! YES, SMART GUY. START SEARCHING FOR CHANGE."
Wirt,Episode 5: Mad Love,"UH, I CAN'T SEE ANYTHING IN HERE."
Wirt,Episode 5: Mad Love,"WELL, I-I DON'T THINK THESE COATS HAVE POCKETS."
Beatrice,Episode 5: Mad Love,CHECK THE LINING. MAYBE SOMEBODY SEWED MONEY INTO THE FABRIC.
Wirt,Episode 5: Mad Love,NOPE. DO PEOPLE EVEN DO THAT?
Beatrice,Episode 5: Mad Love,I'VE DONE IT ON MY CLOTHES.
Wirt,Episode 5: Mad Love,YOU WEAR CLOTHES? LIKE A LITTLE BIRD VEST OR SOMETHING?  OR LITTLE BOWS?
Beatrice,Episode 5: Mad Love,"WHEN I WAS A HUMAN, FOOL."
Wirt,Episode 5: Mad Love,YOU USED TO BE HUMAN? DID I KNOW THAT? I-I DON'T THINK I KNEW THAT.
Beatrice,Episode 5: Mad Love,"JIMINY CRICKET! LET'S JUST FIND SOME COINS, ALL RIGHT? OPEN THE DOOR."
Wirt,Episode 5: Mad Love,"IT'S STUCK. WELL, GUESS WE HAVE TO SPEND SOME QUALITY TIME TOGETHER."
Beatrice,Episode 5: Mad Love,HELP!
Quincy Endicott,Episode 5: Mad Love,THE GREENHOUSE.  THIS IS WHERE I GROW MY CAMELLIA FOR TESTING NEW TEAS. PERHAPS WE SHOULD SAVOR THE -- THE QUIET TRANQUILITY OF THIS -- THIS PLACE.    >>
Quincy Endicott,Episode 5: Mad Love,AAH! AAH! GHOST!
Peacock,Episode 5: Mad Love,AAAAAAAAHH!
Quincy Endicott,Episode 5: Mad Love,AAH! AAH! I CAN'T DO IT!
Greg,Episode 5: Mad Love,"UNCLE ENDICOTT, IT'S JUST A FUNNY CHICKEN."
Quincy Endicott,Episode 5: Mad Love,"YES, O-ONE OF MY PRIZE-WINNING ROASTING PEACOCKS. YES, WITH ALL THIS LOVE IN MY BRAIN, I, UH, FORGOT TO FEED THEM. IT'S ALMOST AS THOUGH I'VE LOST MY MIND."
Greg,Episode 5: Mad Love,WE CAN LOOK FOR THAT AFTER WE FIND OUR GHOST. HEAVE-HO!
Quincy Endicott,Episode 5: Mad Love,"YES, YES. HEAVE-HO. INTO THE ABYSS... NEVER TO RETURN."
Fred the Horse,Episode 5: Mad Love,"UM, ANYONE WANT TO GO BACK TO THE PARLOR?"
Wirt,Episode 5: Mad Love,HEY. ARE YOU STILL THERE?
Beatrice,Episode 5: Mad Love,"YES, WIRT. I'M STILL HERE."
Wirt,Episode 5: Mad Love,"SO, HOW DID YOU BECOME A BLUEBIRD?"
Beatrice,Episode 5: Mad Love,"HEY, WHAT'S THAT?"
Wirt,Episode 5: Mad Love,DON'T CHANGE THE SUBJECT.
Beatrice,Episode 5: Mad Love,HMM.
Beatrice,Episode 5: Mad Love,THERE'S A BREEZE COMING OUT OF HERE.
Wirt,Episode 5: Mad Love,"OH, YEAH. WHOA!"
Beatrice,Episode 5: Mad Love,WHAT?!
Wirt,Episode 5: Mad Love,"A SECRET ENTRANCE! SO, ABOUT YOUR DARK SECRET."
Beatrice,Episode 5: Mad Love,"HEY, HOW ABOUT YOU TELL ME YOUR DARK SECRETS INSTEAD, HUH?"
Wirt,Episode 5: Mad Love,"MY SECRETS ARE TOO SECRET. HEY, LOOK. LIGHT."
Beatrice,Episode 5: Mad Love,WHOA. NOW WHO'S AVOIDING THE QUESTION?
Wirt,Episode 5: Mad Love,YOU.
Beatrice,Episode 5: Mad Love,"FINE. I THREW A ROCK AT A BLUEBIRD, AND IT CURSED ME AND MY FAMILY, AND NOW WE'RE ALL BLUEBIRDS. HAPPY? NOW YOU GO."
Wirt,Episode 5: Mad Love,WHOA. Y-YOUR WHOLE FAMILY?
Beatrice,Episode 5: Mad Love,YEAH.
Wirt,Episode 5: Mad Love,IS THAT WHY YOU'RE GOING TO ADELAIDE'S -- TO FIX THINGS?
Beatrice,Episode 5: Mad Love,"THAT WAS THE PLAN, BUT --  YEAH, THAT WAS THE PLAN."
Wirt,Episode 5: Mad Love,IT'LL ALL WORK OUT.
Beatrice,Episode 5: Mad Love,ALL I KNOW IS I AM NEVER GOING BACK TILL I CAN MAKE THEM HUMAN AGAIN. I'D DO PRETTY MUCH ANYTHING.
Wirt,Episode 5: Mad Love,"ALL RIGHT. MY TURN, HUH? OKAY. WELL, IT'S WEIRD TO ADMIT IT, BUT, WELL, I-I HAVE THIS CRUSH ON THIS GIRL."
Beatrice,Episode 5: Mad Love,MM-HMM.
Wirt,Episode 5: Mad Love,THAT'S ALL.
Beatrice,Episode 5: Mad Love,THAT'S ALL?
Wirt,Episode 5: Mad Love,"AND I THINK ABOUT HER A LOT, AND I PLAY CLARINET."
Beatrice,Episode 5: Mad Love,WIRT! YOU GOT TO BE KIDDING ME.
Wirt,Episode 5: Mad Love,AND I SECRETLY WHISPER POETRY TO MYSELF IN MY ROOM AT NIGHT.
Beatrice,Episode 5: Mad Love,"WIRT, THAT STUFF'S NOT WEIRD. THOSE ARE JUST --  WELL, THE POETRY THING IS WEIRD. BUT THOSE ARE JUST CHARACTER TRAITS. YOU PLAYED CLARINET?"
Wirt,Episode 5: Mad Love,SORT OF.
Beatrice,Episode 5: Mad Love,WHAT ELSE DO YOU DO?
Wirt,Episode 5: Mad Love,I DON'T KNOW. UH -- HEY. DOES THIS ROOM LOOK DIFFERENT TO YOU?
Beatrice,Episode 5: Mad Love,"UH, HOW SO?"
Wirt,Episode 5: Mad Love,IT'S LIKE FRENCH-ROCOCO STYLE. THAT DOESN'T REALLY SEEM IN LINE WITH ENDICOTT'S GEORGIAN SENSIBILITIES.
Beatrice,Episode 5: Mad Love,HOW -- WHAT? WHO ON EARTH AM I TALKING TO RIGHT NOW?
Wirt,Episode 5: Mad Love,SHOULD I NOT KNOW THAT SORT OF STUFF?
Beatrice,Episode 5: Mad Love,"ENDICOTT PROBABLY JUST BUILT IT WITHOUT THINKING, RIGHT?"
Wirt,Episode 5: Mad Love,OR -- WHOA. YEAH. W-WHAT IF THE GHOST HE WAS TALKING ABOUT WAS ACTUALLY...
Quincy Endicott,Episode 5: Mad Love,THIS IS THE ROOM WHERE -- THE ROOM WHERE I FIRST SAW HER.
Greg,Episode 5: Mad Love,WHOA! JUST A BEDROOM?
Quincy Endicott,Episode 5: Mad Love,"JUST A BEDROOM, MY NEPHEW? THIS IS THE CHAMBER OF MINE OWN TRUE LOVE, AND HERE SHE STANDS, HOVERING ABOVE US LIKE THE BLINDING SUN."
Greg,Episode 5: Mad Love,HMM. NO GHOST?
Quincy Endicott,Episode 5: Mad Love,NO GHOST? THEN I AM... MAD.
Greg,Episode 5: Mad Love,DON'T BE MAD. HEY. WHAT'S THIS SUSPICIOUS MESS OVER HERE?
Fred the Horse,Episode 5: Mad Love,IT LOOKS LIKE THERE WAS A STRUGGLE -- A VIOLENT STRUGGLE.
Quincy Endicott,Episode 5: Mad Love,"WHAT ARE YOU IMPLYING, MY EQUINE FRIEND?"
Fred the Horse,Episode 5: Mad Love,"NOTHING, NOTHING. I'M JUST -- ENDICOTT IS A CRAZED LUNATIC WHO DID AWAY WITH THE LADY OF THE HOUSE AND IS NOW PRETENDING TO OWN THE PLACE!"
Quincy Endicott,Episode 5: Mad Love,"WHAT?! WHO DO YOU THINK YOU ARE, MAKING ACCUSA-- I SEE IT NOW. YOU'RE AFTER MY MONEY. DO YOU KNOW WHAT I DID FOR THIS MONEY -- T-THE THINGS THESE FILTHY HANDS HAVE DONE TO MAKE THIS MONEY?!"
Fred the Horse,Episode 5: Mad Love,"I'LL NEVER STEAL AGAIN, I SWEAR. I'LL GET AN HONEST JOB."
Quincy Endicott,Episode 5: Mad Love,"AND WHAT SAY YOU, NEPHEW?"
Greg,Episode 5: Mad Love,"UH, I'M CONFUSED."
Quincy Endicott,Episode 5: Mad Love,"WELL, THEN --"
Quincy Endicott,Episode 5: Mad Love,SHE COMES FOR ME!
Greg,Episode 5: Mad Love,"WAIT, UNKIE! FACE YOUR FEARS!"
Wirt,Episode 5: Mad Love,MR. ENDICOTT? ARE YOU ALL RIGHT?
Greg,Episode 5: Mad Love,Psst! Ghost.
Quincy Endicott,Episode 5: Mad Love,"WHAT DO YOU WANT WITH ME, SPIRIT?"
Margueritte Grey,Episode 5: Mad Love,SPIRIT? BUT YOU'RE THE GHOST.
Quincy Endicott,Episode 5: Mad Love,"MY LADY, I ASSURE YOU I AM FLESH AND BLOOD AND I --  I WELCOME YOU TO MY HOME."
Margueritte Grey,Episode 5: Mad Love,"YOUR HOME? GOOD SIR, YOU'RE IN MY HOME."
Quincy Endicott,Episode 5: Mad Love,IMPOSSIBLE!
Margueritte Grey,Episode 5: Mad Love,LOOK HERE. YOU SEE? THIS IS MY CAMELLIA GARDEN FOR MY TEA COMPANY.
Quincy Endicott,Episode 5: Mad Love,"MARGUERITTE GREY?! WHY, WITH ALL DUE RESPECT, MADAM, THIS IS MY TEA GARDEN."
Margueritte Grey,Episode 5: Mad Love,QUINCY ENDICOTT?!
Wirt,Episode 5: Mad Love,YOUR GUYS' MANSIONS ARE SO HUGE THEY'RE ACTUALLY CONNECTED.
Quincy Endicott,Episode 5: Mad Love,SO YOU -- YOU MEAN THAT BEAUTIFUL GHOST WAS REALLY JUST...
Margueritte Grey,Episode 5: Mad Love,THAT DASHING SPECTER WAS REALLY JUST...
Quincy Endicott & Margueritte Grey,Episode 5: Mad Love,MY BUSINESS COMPETITOR?
Quincy Endicott,Episode 5: Mad Love,"WELL, GREG, MY BOY, I CAN'T THANK YOU ENOUGH FOR HELPING ME TO FACE MY FEARS. YOU'RE A -- YOU'RE A SWEET BOY WITH GOOD SENSE. TAKE THIS PENNY AND START YOUR FORTUNE."
Margueritte Grey,Episode 5: Mad Love,"AND HERE'S ONE FROM ME, AS WELL."
Wirt,Episode 5: Mad Love,"HEY, NICE. NOW WE CAN RIDE THE FERRY. WELL, EVERYBODY, I THINK IT'S TIME WE HEAD TO ADELAIDE OF THE PASTURE, THE GOOD WOMAN OF THE WOODS. UH, WHAT ABOUT YOU, FRED? ARE YOU COMING WITH US?"
Fred the Horse,Episode 5: Mad Love,"NO, THANKS. I'VE GOT A REAL JOB NOW AS AN OFFICIAL TEA HORSE."
Wirt,Episode 5: Mad Love,"WELL, THEN I GUESS THAT'S IT."
Quincy Endicott,Episode 5: Mad Love,"OFF YOU GO, THE LOT OF YOU."
Wirt,Episode 5: Mad Love,GOODBYE.
Greg,Episode 5: Mad Love,GOODBYE.
Wirt and Greg,Episode 5: Mad Love,GOODBYE.
Fred the Horse,Episode 5: Mad Love,AND DON'T FORGET TO BUY ENDICOTT BRAND TEA.
Beatrice,Episode 5: Mad Love,"HEY, WIRT. YOU DID GOOD BACK THERE."
Wirt,Episode 5: Mad Love,YEAH?
Beatrice,Episode 5: Mad Love,YOU GOT A LOT MORE GOING FOR YOU THAN I THOUGHT. HUH?
Wirt,Episode 5: Mad Love,GREG! OUR PENNIES! WHY DID YOU DO THAT?!
Greg,Episode 5: Mad Love,"'CAUSE UNCLE ENDICOTT PEGGED ME ALL WRONG -- I'VE GOT NO ""CENTS,"" NO ""CENTS"" AT ALL."
(Frog) Jason Funderberker,Episode 6: Lullaby in Frogland,Rawwr!!
(Frog) Jason Funderberker,Episode 6: Lullaby in Frogland,Argh!!   .
Greg,Episode 6: Lullaby in Frogland,HA HA! HA HA! YEAH! WHOO! HA HA! HA HA!
Wirt,Episode 6: Lullaby in Frogland,"AHH. WHAT A NICE WAY TO SPEND OUR LAST DAY -- GOING TO ADELAIDE'S HOUSE. OUR JOURNEY IS FINALLY OVER. PRETTY SOON I'LL BE BACK HOME. I WON'T HAVE TO WORRY ABOUT THAT WOODSMAN OR THAT BEAST OR WHATEVER, AND YOU WON'T HAVE TO PUT UP WITH US ANYMORE. BET YOU'RE PRETTY HAPPY, HUH, BEATRICE?"
Beatrice,Episode 6: Lullaby in Frogland,HUH? OH. YEAH. SURE.
Wirt,Episode 6: Lullaby in Frogland,YOU ALL RIGHT? YOU SOUND UNCHARACTERISTICALLY WISTFUL.
Beatrice,Episode 6: Lullaby in Frogland,WHAT? SORRY. JUST THINKING.
Wirt,Episode 6: Lullaby in Frogland,HMM.
Greg,Episode 6: Lullaby in Frogland,"OH, WE'RE GOING TO THE PASTURE TO MEET ADELAIDE AND ASK HER IF SHE HAS A WAY TO SEND US BACK WHERE WE CAME FROM I DON'T KNOW WHO SHE IS OR HOW SHE IS OR WHEN, WHAT, WHY SHE IS"
Wirt,Episode 6: Lullaby in Frogland,"BUT AS FOR WHERE SHE IS, SHE IS WHERE WE WILL GO TO ADELAIDE, TO ADELAIDE COME ON AND JOIN THE ADELAIDE PARADE ADELAIDE, TO ADELAIDE WE'RE GOING TO ADELAIDE'S HOUSE TODAY"
Wirt,Episode 6: Lullaby in Frogland,BOY. FINALLY GOING HOME.
Wirt,Episode 6: Lullaby in Frogland,"HEY, WHAT'S WITH BEATRICE?"
Greg,Episode 6: Lullaby in Frogland,I DON'T KNOW. WHAT'S WITH GEORGE WASHINGTON BEING NAKED?
Wirt,Episode 6: Lullaby in Frogland,WHAT?
Greg,Episode 6: Lullaby in Frogland,ALL THE OTHER FROGS ARE DRESSED UP NICE.
Greg,Episode 6: Lullaby in Frogland,"HE'S AN OUTCAST, AND HE'S COLD. FEEL THESE COLD FEETS."
Wirt,Episode 6: Lullaby in Frogland,"NO. HE'S SUPPOSED TO BE COLD, GREG. HE'S A FROG."
Greg,Episode 6: Lullaby in Frogland,BUT HE'S OUR FROG!
Wirt,Episode 6: Lullaby in Frogland,"WELL, HE'S NOT MY FROG -- OR SHE'S NOT MY FROG. WE DON'T REALLY KNOW ITS GENDER."
Greg,Episode 6: Lullaby in Frogland,"COME ON, GEORGE. YOU'RE A MANLY FROG, AND YOU NEED SOME SOCKS."
Greg,Episode 6: Lullaby in Frogland,HUH?
Wirt,Episode 6: Lullaby in Frogland,UH-OH. IT LOOKS LIKE WE'RE IN TROUBLE.
Greg,Episode 6: Lullaby in Frogland,IT'S 'CAUSE THE PRESIDENT IS NUDE!
Beatrice,Episode 6: Lullaby in Frogland,IT'S PROBABLY 'CAUSE YOU SNUCK ON WITHOUT PAYING.
Wirt,Episode 6: Lullaby in Frogland,"OH, YEAH. BUT THAT'S BECAUSE GREG THREW ALL OUR MONEY AWAY. TAKE HIM, NOT ME!"
Greg,Episode 6: Lullaby in Frogland,AAAAAAAAAH!
Wirt,Episode 6: Lullaby in Frogland,SORRY! >>
Greg,Episode 6: Lullaby in Frogland,TADPOLES! YOUR BABIES!
(Frog) Jason Funderberker,Episode 6: Lullaby in Frogland,Hmmmm.
Wirt,Episode 6: Lullaby in Frogland,"GOOD DAY, GENTLE--   GOOD DAY, GENTLEMEN. WE -- I -- MUST BE GOING NOW TO JOIN THE BAND."
Greg,Episode 6: Lullaby in Frogland,"Wirt, drum me!"
Wirt,Episode 6: Lullaby in Frogland,Okay.
Greg,Episode 6: Lullaby in Frogland,"OW! OW, OW! OW! OW, OW!  ARE WE GOOD?"
Wirt,Episode 6: Lullaby in Frogland,WHEW! I THINK SO.
Beatrice,Episode 6: Lullaby in Frogland,"WIRT, SOMETIMES YOU GOT TO FACE YOUR PROBLEMS. TURN YOURSELF IN AND GET KICKED OFF THIS BOAT."
Wirt,Episode 6: Lullaby in Frogland,I DON'T THINK TODAY'S A GOOD DAY TO GET ARRESTED BY FROGS.
Beatrice,Episode 6: Lullaby in Frogland,HMM. WELL...
Wirt,Episode 6: Lullaby in Frogland,HEY! WHAT'S GOING ON?
Greg,Episode 6: Lullaby in Frogland,DON'T PUSH ME!
Wirt,Episode 6: Lullaby in Frogland,OOF! OOF! OOF!
Wirt,Episode 6: Lullaby in Frogland,"OKAY, EVERYBODY. ACT NATURAL."
Greg,Episode 6: Lullaby in Frogland,DRUM ME! DRUM ME!
Wirt,Episode 6: Lullaby in Frogland,"I SAID, ""ACT NATURAL."""
Greg,Episode 6: Lullaby in Frogland,"IT IS NATURAL! I'M A DRUM!  WIRT, DRUM ME! DRUM ME IN THE FACE!"
Wirt,Episode 6: Lullaby in Frogland,OKAY! OKAY! SHH! DON'T DRAW ATTENTION TO US!
(Frog) Jason Funderberker,Episode 6: Lullaby in Frogland,WHOA!
(Frog) Jason Funderberker,Episode 6: Lullaby in Frogland,WHOA!
Wirt,Episode 6: Lullaby in Frogland,"NO BASSOON PLAYER. UH-OH.  DOG, THOSE FROGS REALLY LOVE THE BASSOON!  HUH?"
(Frog) Jason Funderberker,Episode 6: Lullaby in Frogland,HMM.
Wirt,Episode 6: Lullaby in Frogland,"OH, NO. BEATRICE, I'M TOO YOUNG TO GO TO FROG JAIL."
Greg,Episode 6: Lullaby in Frogland,"HEY, WHY DON'T YOU PLAY THE BASSOON?"
Wirt,Episode 6: Lullaby in Frogland,THAT'LL GET US KICKED OFF THIS BOAT FOR SURE.
Beatrice,Episode 6: Lullaby in Frogland,"NO, GREG'S RIGHT. YOU SHOULD PLAY IT. GO AHEAD. YOU'LL DO FINE. YOU PLAY INSTRUMENTS, RIGHT?"
Wirt,Episode 6: Lullaby in Frogland,"YEAH, BUT BASSOON AND CLARINET ARE WAY DIFFERENT. I DON'T HAVE THE EMBOUCHURE FOR BASSOON. I MEAN, THE LOWER AND MIDDLE RANGES HAVE SOME SIMILARITIES IN TERMS OF --"
Beatrice,Episode 6: Lullaby in Frogland,"WIRT, YOU CAN DO IT."
